                21                33                35
                 1                34                33
                 2                35                34
                34                35                33
                21                35                37
                 2                36                35
                 3                37                36
                36                37                35
                21                37                39
                 3                38                37
                 4                39                38
                38                39                37
                21                39                41
                 4                40                39
                 5                41                40
                40                41                39
                21                41                33
                 5                42                41
                 1                33                42
                42                33                41
                22                43                45
                11                44                43
                 7                45                44
                44                45                43
                22                45                47
                 7                46                45
                 2                47                46
                46                47                45
                22                47                48
                 2                34                47
                 1                48                34
                34                48                47
                22                48                50
                 1                49                48
                 6                50                49
                49                50                48
                22                50                43
                 6                51                50
                11                43                51
                51                43                50
                23                52                54
                12                53                52
                 8                54                53
                53                54                52
                23                54                56
                 8                55                54
                 3                56                55
                55                56                54
                23                56                57
                 3                36                56
                 2                57                36
                36                57                56
                23                57                58
                 2                46                57
                 7                58                46
                46                58                57
                23                58                52
                 7                59                58
                12                52                59
                59                52                58
                24                60                62
                13                61                60
                 9                62                61
                61                62                60
                24                62                64
                 9                63                62
                 4                64                63
                63                64                62
                24                64                65
                 4                38                64
                 3                65                38
                38                65                64
                24                65                66
                 3                55                65
                 8                66                55
                55                66                65
                24                66                60
                 8                67                66
                13                60                67
                67                60                66
                25                68                70
                14                69                68
                10                70                69
                69                70                68
                25                70                72
                10                71                70
                 5                72                71
                71                72                70
                25                72                73
                 5                40                72
                 4                73                40
                40                73                72
                25                73                74
                 4                63                73
                 9                74                63
                63                74                73
                25                74                68
                 9                75                74
                14                68                75
                75                68                74
                26                76                78
                15                77                76
                 6                78                77
                77                78                76
                26                78                79
                 6                49                78
                 1                79                49
                49                79                78
                26                79                80
                 1                42                79
                 5                80                42
                42                80                79
                26                80                81
                 5                71                80
                10                81                71
                71                81                80
                26                81                76
                10                82                81
                15                76                82
                82                76                81
                27                83                84
                 6                77                83
                15                84                77
                77                84                83
                27                84                86
                15                85                84
                20                86                85
                85                86                84
                27                86                88
                20                87                86
                16                88                87
                87                88                86
                27                88                90
                16                89                88
                11                90                89
                89                90                88
                27                90                83
                11                51                90
                 6                83                51
                51                83                90
                28                91                92
                 7                44                91
                11                92                44
                44                92                91
                28                92                93
                11                89                92
                16                93                89
                89                93                92
                28                93                95
                16                94                93
                17                95                94
                94                95                93
                28                95                97
                17                96                95
                12                97                96
                96                97                95
                28                97                91
                12                59                97
                 7                91                59
                59                91                97
                29                98                99
                 8                53                98
                12                99                53
                53                99                98
                29                99               100
                12                96                99
                17               100                96
                96               100                99
                29               100               102
                17               101               100
                18               102               101
               101               102               100
                29               102               104
                18               103               102
                13               104               103
               103               104               102
                29               104                98
                13                67               104
                 8                98                67
                67                98               104
                30               105               106
                 9                61               105
                13               106                61
                61               106               105
                30               106               107
                13               103               106
                18               107               103
               103               107               106
                30               107               109
                18               108               107
                19               109               108
               108               109               107
                30               109               111
                19               110               109
                14               111               110
               110               111               109
                30               111               105
                14                75               111
                 9               105                75
                75               105               111
                31               112               113
                10                69               112
                14               113                69
                69               113               112
                31               113               114
                14               110               113
                19               114               110
               110               114               113
                31               114               116
                19               115               114
                20               116               115
               115               116               114
                31               116               117
                20                85               116
                15               117                85
                85               117               116
                31               117               112
                15                82               117
                10               112                82
                82               112               117
                32               118               119
                18               101               118
                17               119               101
               101               119               118
                32               119               120
                17                94               119
                16               120                94
                94               120               119
                32               120               121
                16                87               120
                20               121                87
                87               121               120
                32               121               122
                20               115               121
                19               122               115
               115               122               121
                32               122               118
                19               108               122
                18               118               108
               108               118               122
