      21       1       2
      21       2       3
      21       3       4
      21       4       5
      21       5       1
      22      11       7
      22       7       2
      22       2       1
      22       1       6
      22       6      11
      23      12       8
      23       8       3
      23       3       2
      23       2       7
      23       7      12
      24      13       9
      24       9       4
      24       4       3
      24       3       8
      24       8      13
      25      14      10
      25      10       5
      25       5       4
      25       4       9
      25       9      14
      26      15       6
      26       6       1
      26       1       5
      26       5      10
      26      10      15
      27       6      15
      27      15      20
      27      20      16
      27      16      11
      27      11       6
      28       7      11
      28      11      16
      28      16      17
      28      17      12
      28      12       7
      29       8      12
      29      12      17
      29      17      18
      29      18      13
      29      13       8
      30       9      13
      30      13      18
      30      18      19
      30      19      14
      30      14       9
      31      10      14
      31      14      19
      31      19      20
      31      20      15
      31      15      10
      32      18      17
      32      17      16
      32      16      20
      32      20      19
      32      19      18
