      21    7683    7685
    1923    7684    7683
    1925    7685    7684
    7684    7685    7683
     483    7686    7688
    1924    7687    7686
    1923    7688    7687
    7687    7688    7686
     485    7689    7691
    1925    7690    7689
    1924    7691    7690
    7690    7691    7689
    1924    7690    7687
    1925    7684    7690
    1923    7687    7684
    7684    7687    7690
     123    7692    7694
    1926    7693    7692
    1928    7694    7693
    7693    7694    7692
     484    7695    7697
    1927    7696    7695
    1926    7697    7696
    7696    7697    7695
     483    7698    7700
    1928    7699    7698
    1927    7700    7699
    7699    7700    7698
    1927    7699    7696
    1928    7693    7699
    1926    7696    7693
    7693    7696    7699
     125    7701    7703
    1929    7702    7701
    1931    7703    7702
    7702    7703    7701
     485    7704    7706
    1930    7705    7704
    1929    7706    7705
    7705    7706    7704
     484    7707    7709
    1931    7708    7707
    1930    7709    7708
    7708    7709    7707
    1930    7708    7705
    1931    7702    7708
    1929    7705    7702
    7702    7705    7708
     484    7709    7695
    1930    7710    7709
    1927    7695    7710
    7710    7695    7709
     485    7691    7704
    1924    7711    7691
    1930    7704    7711
    7711    7704    7691
     483    7700    7686
    1927    7712    7700
    1924    7686    7712
    7712    7686    7700
    1924    7712    7711
    1927    7710    7712
    1930    7711    7710
    7710    7711    7712
      33    7713    7715
    1932    7714    7713
    1934    7715    7714
    7714    7715    7713
     486    7716    7718
    1933    7717    7716
    1932    7718    7717
    7717    7718    7716
     488    7719    7721
    1934    7720    7719
    1933    7721    7720
    7720    7721    7719
    1933    7720    7717
    1934    7714    7720
    1932    7717    7714
    7714    7717    7720
     124    7722    7724
    1935    7723    7722
    1937    7724    7723
    7723    7724    7722
     487    7725    7727
    1936    7726    7725
    1935    7727    7726
    7726    7727    7725
     486    7728    7730
    1937    7729    7728
    1936    7730    7729
    7729    7730    7728
    1936    7729    7726
    1937    7723    7729
    1935    7726    7723
    7723    7726    7729
     123    7731    7733
    1938    7732    7731
    1940    7733    7732
    7732    7733    7731
     488    7734    7736
    1939    7735    7734
    1938    7736    7735
    7735    7736    7734
     487    7737    7739
    1940    7738    7737
    1939    7739    7738
    7738    7739    7737
    1939    7738    7735
    1940    7732    7738
    1938    7735    7732
    7732    7735    7738
     487    7739    7725
    1939    7740    7739
    1936    7725    7740
    7740    7725    7739
     488    7721    7734
    1933    7741    7721
    1939    7734    7741
    7741    7734    7721
     486    7730    7716
    1936    7742    7730
    1933    7716    7742
    7742    7716    7730
    1933    7742    7741
    1936    7740    7742
    1939    7741    7740
    7740    7741    7742
      35    7743    7745
    1941    7744    7743
    1943    7745    7744
    7744    7745    7743
     489    7746    7748
    1942    7747    7746
    1941    7748    7747
    7747    7748    7746
     491    7749    7751
    1943    7750    7749
    1942    7751    7750
    7750    7751    7749
    1942    7750    7747
    1943    7744    7750
