                48                34                33                42                79                49
                57                36                35                34                47                46
                65                38                37                36                56                55
                73                40                39                38                64                63
                80                42                41                40                72                71
                51                50                49                78                77                83
                59                58                46                45                44                91
                67                66                55                54                53                98
                75                74                63                62                61               105
                82                81                71                70                69               112
                92                44                43                51                90                89
                99                53                52                59                97                96
               106                61                60                67               104               103
               113                69                68                75               111               110
                84                77                76                82               117                85
                94                93                89                88                87               120
               101               100                96                95                94               119
               108               107               103               102               101               118
               115               114               110               109               108               122
                87                86                85               116               115               121
                39                41                33                35                37                39
                45                47                48                50                43                45
                54                56                57                58                52                54
                62                64                65                66                60                62
                70                72                73                74                68                70
                78                79                80                81                76                78
                90                83                84                86                88                90
                97                91                92                93                95                97
               102               104                98                99               100               102
               111               105               106               107               109               111
               117               112               113               114               116               117
               118               119               120               121               122               118
                34                35                21                41                42                 1
                47                 2                35                33                 1                48
                36                37                21                33                34                 2
                56                 3                37                35                 2                57
                38                39                21                35                36                 3
                 4                39                37                 3                65                64
                40                41                21                37                38                 4
                 5                41                39                 4                73                72
                42                33                21                39                40                 5
                 1                33                41                 5                80                79
                44                45                22                50                51                11
                91                 7                45                43                11                92
                 7                46                47                22                43                44
                58                57                 2                47                45                 7
                46                 2                34                48                22                45
                22                47                34                 1                49                50
                50                48                 1                79                78                 6
                43                22                48                49                 6                51
                11                43                50                 6                83                90
                53                54                23                58                59                12
                98                 8                54                52                12                99
                 8                55                56                23                52                53
                66                65                 3                56                54                 8
                55                 3                36                57                23                54
                23                56                36                 2                46                58
                52                23                57                46                 7                59
                12                52                58                 7                91                97
                61                62                24                66                67                13
               105                 9                62                60                13               106
                 9                63                64                24                60                61
                74                73                 4                64                62                 9
                63                 4                38                65                24                62
                24                64                38                 3                55                66
                60                24                65                55                 8                67
                13                60                66                 8                98               104
                69                70                25                74                75                14
               112                10                70                68                14               113
                10                71                72                25                68                69
                81                80                 5                72                70                10
                71                 5                40                73                25                70
                25                72                40                 4                63                74
                68                25                73                63                 9                75
                14                68                74                 9               105               111
                77                78                26                81                82                15
                83                 6                78                76                15                84
                 6                49                79                26                76                77
                49                 1                42                80                26                78
                26                79                42                 5                71                81
                76                26                80                71                10                82
                15                76                81                10               112               117
                90                51                 6                77                84                27
                27                83                77                15                85                86
                86                84                15               117               116                20
                88                27                84                85                20                87
                16                88                86                20               121               120
                16                89                90                27                86                87
                93                92                11                90                88                16
                89                11                51                83                27                88
                97                59                 7                44                92                28
                28                91                44                11                89                93
                95                28                92                89                16                94
                17                95                93                16               120               119
                17                96                97                28                93                94
               100                99                12                97                95                17
                96                12                59                91                28                95
               104                67                 8                53                99                29
                29                98                53                12                96               100
               102                29                99                96                17               101
               118                18               102               100                17               119
                18               103               104                29               100               101
               107               106                13               104               102                18
               103                13                67                98                29               102
               111                75                 9                61               106                30
                30               105                61                13               103               107
               109                30               106               103                18               108
                19               109               107                18               118               122
                19               110               111                30               107               108
               114               113                14               111               109                19
               110                14                75               105                30               109
               117                82                10                69               113                31
                31               112                69                14               110               114
               116                31               113               110                19               115
               121                20               116               114                19               122
                20                85               117                31               114               115
                85                15                82               112                31               116
               122               108                18               101               119                32
               118               101                17                94               120                32
               119                94                16                87               121                32
               120                87                20               115               122                32
               121               115                19               108               118                32
